slice_file_name,class,fold,,,,,,,,
Australasianbittern.26.wav,Australasianbittern,1,,,Australasianbittern.26,.wav,,Australasianbittern.26.wav,,Australasianbittern.26.wav
Australasianbittern.27.wav,Australasianbittern,1,,,Australasianbittern.27,.wav,,Australasianbittern.27.wav,,Australasianbittern.27.wav
Australasianbittern.28.wav,Australasianbittern,1,,,Australasianbittern.28,.wav,,Australasianbittern.28.wav,,Australasianbittern.28.wav
Australasianbittern.29.wav,Australasianbittern,1,,,Australasianbittern.29,.wav,,Australasianbittern.29.wav,,Australasianbittern.29.wav
Australasianbittern.30.wav,Australasianbittern,1,,,Australasianbittern.30,.wav,,Australasianbittern.30.wav,,Australasianbittern.30.wav
Australasianbittern.31.wav,Australasianbittern,1,,,Australasianbittern.31,.wav,,Australasianbittern.31.wav,,Australasianbittern.31.wav
Australasianbittern.32.wav,Australasianbittern,1,,,Australasianbittern.32,.wav,,Australasianbittern.32.wav,,Australasianbittern.32.wav
Australasianbittern.33.wav,Australasianbittern,1,,,Australasianbittern.33,.wav,,Australasianbittern.33.wav,,Australasianbittern.33.wav
Australasianbittern.34.wav,Australasianbittern,1,,,Australasianbittern.34,.wav,,Australasianbittern.34.wav,,Australasianbittern.34.wav
Australasianbittern.35.wav,Australasianbittern,1,,,Australasianbittern.35,.wav,,Australasianbittern.35.wav,,Australasianbittern.35.wav
Australasianbittern.36.wav,Australasianbittern,1,,,Australasianbittern.36,.wav,,Australasianbittern.36.wav,,Australasianbittern.36.wav
Australasianbittern.37.wav,Australasianbittern,1,,,Australasianbittern.37,.wav,,Australasianbittern.37.wav,,Australasianbittern.37.wav
Australasianbittern.38.wav,Australasianbittern,1,,,Australasianbittern.38,.wav,,Australasianbittern.38.wav,,Australasianbittern.38.wav
Australasianbittern.39.wav,Australasianbittern,1,,,Australasianbittern.39,.wav,,Australasianbittern.39.wav,,Australasianbittern.39.wav
Australasianbittern.40.wav,Australasianbittern,1,,,Australasianbittern.40,.wav,,Australasianbittern.40.wav,,Australasianbittern.40.wav
Australasianbittern.41.wav,Australasianbittern,1,,,Australasianbittern.41,.wav,,Australasianbittern.41.wav,,Australasianbittern.41.wav
Australasianbittern.42.wav,Australasianbittern,1,,,Australasianbittern.42,.wav,,Australasianbittern.42.wav,,Australasianbittern.42.wav
Australasianbittern.43.wav,Australasianbittern,1,,,Australasianbittern.43,.wav,,Australasianbittern.43.wav,,Australasianbittern.43.wav
Australasianbittern.44.wav,Australasianbittern,1,,,Australasianbittern.44,.wav,,Australasianbittern.44.wav,,Australasianbittern.44.wav
Australasianbittern.45.wav,Australasianbittern,1,,,Australasianbittern.45,.wav,,Australasianbittern.45.wav,,Australasianbittern.45.wav
Australasianbittern.46.wav,Australasianbittern,1,,,Australasianbittern.46,.wav,,Australasianbittern.46.wav,,Australasianbittern.46.wav
Australasianbittern.47.wav,Australasianbittern,1,,,Australasianbittern.47,.wav,,Australasianbittern.47.wav,,Australasianbittern.47.wav
Australasianbittern.48.wav,Australasianbittern,1,,,Australasianbittern.48,.wav,,Australasianbittern.48.wav,,Australasianbittern.48.wav
Australasianbittern.49.wav,Australasianbittern,1,,,Australasianbittern.49,.wav,,Australasianbittern.49.wav,,Australasianbittern.49.wav
Australasianbittern.50.wav,Australasianbittern,1,,,Australasianbittern.50,.wav,,Australasianbittern.50.wav,,Australasianbittern.50.wav
Australasianbittern.51.wav,Australasianbittern,1,,,Australasianbittern.51,.wav,,Australasianbittern.51.wav,,Australasianbittern.51.wav
Australasianbittern.52.wav,Australasianbittern,1,,,Australasianbittern.52,.wav,,Australasianbittern.52.wav,,Australasianbittern.52.wav
Australasianbittern.53.wav,Australasianbittern,1,,,Australasianbittern.53,.wav,,Australasianbittern.53.wav,,Australasianbittern.53.wav
Australasianbittern.54.wav,Australasianbittern,1,,,Australasianbittern.54,.wav,,Australasianbittern.54.wav,,Australasianbittern.54.wav
Australasianbittern.55.wav,Australasianbittern,1,,,Australasianbittern.55,.wav,,Australasianbittern.55.wav,,Australasianbittern.55.wav
Australasianbittern.56.wav,Australasianbittern,1,,,Australasianbittern.56,.wav,,Australasianbittern.56.wav,,Australasianbittern.56.wav
Australasianbittern.57.wav,Australasianbittern,1,,,Australasianbittern.57,.wav,,Australasianbittern.57.wav,,Australasianbittern.57.wav
Australasianbittern.58.wav,Australasianbittern,1,,,Australasianbittern.58,.wav,,Australasianbittern.58.wav,,Australasianbittern.58.wav
Australasianbittern.59.wav,Australasianbittern,1,,,Australasianbittern.59,.wav,,Australasianbittern.59.wav,,Australasianbittern.59.wav
Australasianbittern.60.wav,Australasianbittern,1,,,Australasianbittern.60,.wav,,Australasianbittern.60.wav,,Australasianbittern.60.wav
Australasianbittern.61.wav,Australasianbittern,1,,,Australasianbittern.61,.wav,,Australasianbittern.61.wav,,Australasianbittern.61.wav
Australasianbittern.62.wav,Australasianbittern,1,,,Australasianbittern.62,.wav,,Australasianbittern.62.wav,,Australasianbittern.62.wav
Australasianbittern.63.wav,Australasianbittern,1,,,Australasianbittern.63,.wav,,Australasianbittern.63.wav,,Australasianbittern.63.wav
Australasianbittern.64.wav,Australasianbittern,1,,,Australasianbittern.64,.wav,,Australasianbittern.64.wav,,Australasianbittern.64.wav
Australasianbittern.65.wav,Australasianbittern,1,,,Australasianbittern.65,.wav,,Australasianbittern.65.wav,,Australasianbittern.65.wav
Australasianbittern.66.wav,Australasianbittern,1,,,Australasianbittern.66,.wav,,Australasianbittern.66.wav,,Australasianbittern.66.wav
Australasianbittern.67.wav,Australasianbittern,1,,,Australasianbittern.67,.wav,,Australasianbittern.67.wav,,Australasianbittern.67.wav
Australasianbittern.68.wav,Australasianbittern,1,,,Australasianbittern.68,.wav,,Australasianbittern.68.wav,,Australasianbittern.68.wav
Australasianbittern.69.wav,Australasianbittern,1,,,Australasianbittern.69,.wav,,Australasianbittern.69.wav,,Australasianbittern.69.wav
Australasianbittern.70.wav,Australasianbittern,1,,,Australasianbittern.70,.wav,,Australasianbittern.70.wav,,Australasianbittern.70.wav
Australasianbittern.71.wav,Australasianbittern,1,,,Australasianbittern.71,.wav,,Australasianbittern.71.wav,,Australasianbittern.71.wav
Australasianbittern.72.wav,Australasianbittern,1,,,Australasianbittern.72,.wav,,Australasianbittern.72.wav,,Australasianbittern.72.wav
Australasianbittern.73.wav,Australasianbittern,1,,,Australasianbittern.73,.wav,,Australasianbittern.73.wav,,Australasianbittern.73.wav
Australasianbittern.74.wav,Australasianbittern,1,,,Australasianbittern.74,.wav,,Australasianbittern.74.wav,,Australasianbittern.74.wav
Australasianbittern.75.wav,Australasianbittern,1,,,Australasianbittern.75,.wav,,Australasianbittern.75.wav,,Australasianbittern.75.wav
Australasianbittern.76.wav,Australasianbittern,1,,,Australasianbittern.76,.wav,,Australasianbittern.76.wav,,Australasianbittern.76.wav
Australasianbittern.77.wav,Australasianbittern,1,,,Australasianbittern.77,.wav,,Australasianbittern.77.wav,,Australasianbittern.77.wav
Australasianbittern.78.wav,Australasianbittern,1,,,Australasianbittern.78,.wav,,Australasianbittern.78.wav,,Australasianbittern.78.wav
Australasianbittern.79.wav,Australasianbittern,1,,,Australasianbittern.79,.wav,,Australasianbittern.79.wav,,Australasianbittern.79.wav
Australasianbittern.80.wav,Australasianbittern,1,,,Australasianbittern.80,.wav,,Australasianbittern.80.wav,,Australasianbittern.80.wav
Australasianbittern.81.wav,Australasianbittern,1,,,Australasianbittern.81,.wav,,Australasianbittern.81.wav,,Australasianbittern.81.wav
Australasianbittern.82.wav,Australasianbittern,1,,,Australasianbittern.82,.wav,,Australasianbittern.82.wav,,Australasianbittern.82.wav
Australasianbittern.83.wav,Australasianbittern,1,,,Australasianbittern.83,.wav,,Australasianbittern.83.wav,,Australasianbittern.83.wav
Australasianbittern.84.wav,Australasianbittern,1,,,Australasianbittern.84,.wav,,Australasianbittern.84.wav,,Australasianbittern.84.wav
Australasianbittern.85.wav,Australasianbittern,1,,,Australasianbittern.85,.wav,,Australasianbittern.85.wav,,Australasianbittern.85.wav
Australasianbittern.86.wav,Australasianbittern,1,,,Australasianbittern.86,.wav,,Australasianbittern.86.wav,,Australasianbittern.86.wav
Australasianbittern.87.wav,Australasianbittern,1,,,Australasianbittern.87,.wav,,Australasianbittern.87.wav,,Australasianbittern.87.wav
Australasianbittern.88.wav,Australasianbittern,1,,,Australasianbittern.88,.wav,,Australasianbittern.88.wav,,Australasianbittern.88.wav
Australasianbittern.89.wav,Australasianbittern,1,,,Australasianbittern.89,.wav,,Australasianbittern.89.wav,,Australasianbittern.89.wav
Australasianbittern.90.wav,Australasianbittern,1,,,Australasianbittern.90,.wav,,Australasianbittern.90.wav,,Australasianbittern.90.wav
Australasianbittern.91.wav,Australasianbittern,1,,,Australasianbittern.91,.wav,,Australasianbittern.91.wav,,Australasianbittern.91.wav
Australasianbittern.92.wav,Australasianbittern,1,,,Australasianbittern.92,.wav,,Australasianbittern.92.wav,,Australasianbittern.92.wav
Australasianbittern.93.wav,Australasianbittern,1,,,Australasianbittern.93,.wav,,Australasianbittern.93.wav,,Australasianbittern.93.wav
Australasianbittern.94.wav,Australasianbittern,1,,,Australasianbittern.94,.wav,,Australasianbittern.94.wav,,Australasianbittern.94.wav
Australasianbittern.95.wav,Australasianbittern,1,,,Australasianbittern.95,.wav,,Australasianbittern.95.wav,,Australasianbittern.95.wav
Australasianbittern.96.wav,Australasianbittern,1,,,Australasianbittern.96,.wav,,Australasianbittern.96.wav,,Australasianbittern.96.wav
Australasianbittern.97.wav,Australasianbittern,1,,,Australasianbittern.97,.wav,,Australasianbittern.97.wav,,Australasianbittern.97.wav
Australasianbittern.98.wav,Australasianbittern,1,,,Australasianbittern.98,.wav,,Australasianbittern.98.wav,,Australasianbittern.98.wav
Australasianbittern.99.wav,Australasianbittern,1,,,Australasianbittern.99,.wav,,Australasianbittern.99.wav,,Australasianbittern.99.wav
Australasianbittern.100.wav,Australasianbittern,1,,,Australasianbittern.100,.wav,,Australasianbittern.100.wav,,Australasianbittern.100.wav
Australasianbittern.101.wav,Australasianbittern,1,,,Australasianbittern.101,.wav,,Australasianbittern.101.wav,,Australasianbittern.101.wav
Australasianbittern.102.wav,Australasianbittern,1,,,Australasianbittern.102,.wav,,Australasianbittern.102.wav,,Australasianbittern.102.wav
Australasianbittern.103.wav,Australasianbittern,1,,,Australasianbittern.103,.wav,,Australasianbittern.103.wav,,Australasianbittern.103.wav
Australasianbittern.104.wav,Australasianbittern,1,,,Australasianbittern.104,.wav,,Australasianbittern.104.wav,,Australasianbittern.104.wav
Australasianbittern.105.wav,Australasianbittern,1,,,Australasianbittern.105,.wav,,Australasianbittern.105.wav,,Australasianbittern.105.wav
Australasianbittern.106.wav,Australasianbittern,1,,,Australasianbittern.106,.wav,,Australasianbittern.106.wav,,Australasianbittern.106.wav
Australasianbittern.107.wav,Australasianbittern,1,,,Australasianbittern.107,.wav,,Australasianbittern.107.wav,,Australasianbittern.107.wav
Australasianbittern.108.wav,Australasianbittern,1,,,Australasianbittern.108,.wav,,Australasianbittern.108.wav,,Australasianbittern.108.wav
Australasianbittern.109.wav,Australasianbittern,1,,,Australasianbittern.109,.wav,,Australasianbittern.109.wav,,Australasianbittern.109.wav
Australasianbittern.110.wav,Australasianbittern,1,,,Australasianbittern.110,.wav,,Australasianbittern.110.wav,,Australasianbittern.110.wav
Australasianbittern.111.wav,Australasianbittern,1,,,Australasianbittern.111,.wav,,Australasianbittern.111.wav,,Australasianbittern.111.wav
Australasianbittern.112.wav,Australasianbittern,1,,,Australasianbittern.112,.wav,,Australasianbittern.112.wav,,Australasianbittern.112.wav
Australasianbittern.113.wav,Australasianbittern,1,,,Australasianbittern.113,.wav,,Australasianbittern.113.wav,,Australasianbittern.113.wav
Australasianbittern.114.wav,Australasianbittern,1,,,Australasianbittern.114,.wav,,Australasianbittern.114.wav,,Australasianbittern.114.wav
Australasianbittern.115.wav,Australasianbittern,1,,,Australasianbittern.115,.wav,,Australasianbittern.115.wav,,Australasianbittern.115.wav
Australasianbittern.116.wav,Australasianbittern,1,,,Australasianbittern.116,.wav,,Australasianbittern.116.wav,,Australasianbittern.116.wav
Australasianbittern.117.wav,Australasianbittern,1,,,Australasianbittern.117,.wav,,Australasianbittern.117.wav,,Australasianbittern.117.wav
Australasianbittern.118.wav,Australasianbittern,1,,,Australasianbittern.118,.wav,,Australasianbittern.118.wav,,Australasianbittern.118.wav
Australasianbittern.119.wav,Australasianbittern,1,,,Australasianbittern.119,.wav,,Australasianbittern.119.wav,,Australasianbittern.119.wav
Australasianbittern.120.wav,Australasianbittern,1,,,Australasianbittern.120,.wav,,Australasianbittern.120.wav,,Australasianbittern.120.wav
Australasianbittern.121.wav,Australasianbittern,1,,,Australasianbittern.121,.wav,,Australasianbittern.121.wav,,Australasianbittern.121.wav
Australasianbittern.122.wav,Australasianbittern,1,,,Australasianbittern.122,.wav,,Australasianbittern.122.wav,,Australasianbittern.122.wav
Australasianbittern.123.wav,Australasianbittern,1,,,Australasianbittern.123,.wav,,Australasianbittern.123.wav,,Australasianbittern.123.wav
Australasianbittern.124.wav,Australasianbittern,1,,,Australasianbittern.124,.wav,,Australasianbittern.124.wav,,Australasianbittern.124.wav
Australasianbittern.125.wav,Australasianbittern,1,,,Australasianbittern.125,.wav,,Australasianbittern.125.wav,,Australasianbittern.125.wav
Australasianbittern.126.wav,Australasianbittern,1,,,Australasianbittern.126,.wav,,Australasianbittern.126.wav,,Australasianbittern.126.wav
Australasianbittern.127.wav,Australasianbittern,1,,,Australasianbittern.127,.wav,,Australasianbittern.127.wav,,Australasianbittern.127.wav
Australasianbittern.128.wav,Australasianbittern,1,,,Australasianbittern.128,.wav,,Australasianbittern.128.wav,,Australasianbittern.128.wav
Australasianbittern.129.wav,Australasianbittern,1,,,Australasianbittern.129,.wav,,Australasianbittern.129.wav,,Australasianbittern.129.wav
Australasianbittern.130.wav,Australasianbittern,1,,,Australasianbittern.130,.wav,,Australasianbittern.130.wav,,Australasianbittern.130.wav
Australasianbittern.131.wav,Australasianbittern,1,,,Australasianbittern.131,.wav,,Australasianbittern.131.wav,,Australasianbittern.131.wav
Australasianbittern.132.wav,Australasianbittern,1,,,Australasianbittern.132,.wav,,Australasianbittern.132.wav,,Australasianbittern.132.wav
Australasianbittern.133.wav,Australasianbittern,1,,,Australasianbittern.133,.wav,,Australasianbittern.133.wav,,Australasianbittern.133.wav
Australasianbittern.134.wav,Australasianbittern,1,,,Australasianbittern.134,.wav,,Australasianbittern.134.wav,,Australasianbittern.134.wav
Australasianbittern.135.wav,Australasianbittern,1,,,Australasianbittern.135,.wav,,Australasianbittern.135.wav,,Australasianbittern.135.wav
Australasianbittern.136.wav,Australasianbittern,1,,,Australasianbittern.136,.wav,,Australasianbittern.136.wav,,Australasianbittern.136.wav
Australasianbittern.137.wav,Australasianbittern,1,,,Australasianbittern.137,.wav,,Australasianbittern.137.wav,,Australasianbittern.137.wav
Australasianbittern.138.wav,Australasianbittern,1,,,Australasianbittern.138,.wav,,Australasianbittern.138.wav,,Australasianbittern.138.wav
Australasianbittern.139.wav,Australasianbittern,1,,,Australasianbittern.139,.wav,,Australasianbittern.139.wav,,Australasianbittern.139.wav
Australasianbittern.140.wav,Australasianbittern,1,,,Australasianbittern.140,.wav,,Australasianbittern.140.wav,,Australasianbittern.140.wav
Australasianbittern.141.wav,Australasianbittern,1,,,Australasianbittern.141,.wav,,Australasianbittern.141.wav,,Australasianbittern.141.wav
Australasianbittern.142.wav,Australasianbittern,1,,,Australasianbittern.142,.wav,,Australasianbittern.142.wav,,Australasianbittern.142.wav
Australasianbittern.143.wav,Australasianbittern,1,,,Australasianbittern.143,.wav,,Australasianbittern.143.wav,,Australasianbittern.143.wav
Australasianbittern.144.wav,Australasianbittern,1,,,Australasianbittern.144,.wav,,Australasianbittern.144.wav,,Australasianbittern.144.wav
Australasianbittern.145.wav,Australasianbittern,1,,,Australasianbittern.145,.wav,,Australasianbittern.145.wav,,Australasianbittern.145.wav
Australasianbittern.146.wav,Australasianbittern,1,,,Australasianbittern.146,.wav,,Australasianbittern.146.wav,,Australasianbittern.146.wav
Australasianbittern.147.wav,Australasianbittern,1,,,Australasianbittern.147,.wav,,Australasianbittern.147.wav,,Australasianbittern.147.wav
Australasianbittern.148.wav,Australasianbittern,1,,,Australasianbittern.148,.wav,,Australasianbittern.148.wav,,Australasianbittern.148.wav
Australasianbittern.149.wav,Australasianbittern,1,,,Australasianbittern.149,.wav,,Australasianbittern.149.wav,,Australasianbittern.149.wav
Australasianbittern.150.wav,Australasianbittern,1,,,Australasianbittern.150,.wav,,Australasianbittern.150.wav,,Australasianbittern.150.wav
Australasianbittern.151.wav,Australasianbittern,1,,,Australasianbittern.151,.wav,,Australasianbittern.151.wav,,Australasianbittern.151.wav
Australasianbittern.152.wav,Australasianbittern,1,,,Australasianbittern.152,.wav,,Australasianbittern.152.wav,,Australasianbittern.152.wav
Australasianbittern.153.wav,Australasianbittern,1,,,Australasianbittern.153,.wav,,Australasianbittern.153.wav,,Australasianbittern.153.wav
Australasianbittern.154.wav,Australasianbittern,1,,,Australasianbittern.154,.wav,,Australasianbittern.154.wav,,Australasianbittern.154.wav
Australasianbittern.155.wav,Australasianbittern,1,,,Australasianbittern.155,.wav,,Australasianbittern.155.wav,,Australasianbittern.155.wav
Australasianbittern.156.wav,Australasianbittern,1,,,Australasianbittern.156,.wav,,Australasianbittern.156.wav,,Australasianbittern.156.wav
Australasianbittern.157.wav,Australasianbittern,1,,,Australasianbittern.157,.wav,,Australasianbittern.157.wav,,Australasianbittern.157.wav
Australasianbittern.158.wav,Australasianbittern,1,,,Australasianbittern.158,.wav,,Australasianbittern.158.wav,,Australasianbittern.158.wav
Australasianbittern.159.wav,Australasianbittern,1,,,Australasianbittern.159,.wav,,Australasianbittern.159.wav,,Australasianbittern.159.wav
Australasianbittern.160.wav,Australasianbittern,1,,,Australasianbittern.160,.wav,,Australasianbittern.160.wav,,Australasianbittern.160.wav
Australasianbittern.161.wav,Australasianbittern,1,,,Australasianbittern.161,.wav,,Australasianbittern.161.wav,,Australasianbittern.161.wav
Australasianbittern.162.wav,Australasianbittern,1,,,Australasianbittern.162,.wav,,Australasianbittern.162.wav,,Australasianbittern.162.wav
Australasianbittern.163.wav,Australasianbittern,1,,,Australasianbittern.163,.wav,,Australasianbittern.163.wav,,Australasianbittern.163.wav
Australasianbittern.164.wav,Australasianbittern,1,,,Australasianbittern.164,.wav,,Australasianbittern.164.wav,,Australasianbittern.164.wav
Australasianbittern.165.wav,Australasianbittern,1,,,Australasianbittern.165,.wav,,Australasianbittern.165.wav,,Australasianbittern.165.wav
Australasianbittern.166.wav,Australasianbittern,1,,,Australasianbittern.166,.wav,,Australasianbittern.166.wav,,Australasianbittern.166.wav
Australasianbittern.167.wav,Australasianbittern,1,,,Australasianbittern.167,.wav,,Australasianbittern.167.wav,,Australasianbittern.167.wav
Australasianbittern.168.wav,Australasianbittern,1,,,Australasianbittern.168,.wav,,Australasianbittern.168.wav,,Australasianbittern.168.wav
Australasianbittern.169.wav,Australasianbittern,1,,,Australasianbittern.169,.wav,,Australasianbittern.169.wav,,Australasianbittern.169.wav
Australasianbittern.170.wav,Australasianbittern,1,,,Australasianbittern.170,.wav,,Australasianbittern.170.wav,,Australasianbittern.170.wav
Australasianbittern.171.wav,Australasianbittern,1,,,Australasianbittern.171,.wav,,Australasianbittern.171.wav,,Australasianbittern.171.wav
Australasianbittern.172.wav,Australasianbittern,1,,,Australasianbittern.172,.wav,,Australasianbittern.172.wav,,Australasianbittern.172.wav
Australasianbittern.173.wav,Australasianbittern,1,,,Australasianbittern.173,.wav,,Australasianbittern.173.wav,,Australasianbittern.173.wav
Australasianbittern.174.wav,Australasianbittern,1,,,Australasianbittern.174,.wav,,Australasianbittern.174.wav,,Australasianbittern.174.wav
Australasianbittern.175.wav,Australasianbittern,1,,,Australasianbittern.175,.wav,,Australasianbittern.175.wav,,Australasianbittern.175.wav
Australasianbittern.176.wav,Australasianbittern,1,,,Australasianbittern.176,.wav,,Australasianbittern.176.wav,,Australasianbittern.176.wav
Australasianbittern.177.wav,Australasianbittern,1,,,Australasianbittern.177,.wav,,Australasianbittern.177.wav,,Australasianbittern.177.wav
Australasianbittern.178.wav,Australasianbittern,1,,,Australasianbittern.178,.wav,,Australasianbittern.178.wav,,Australasianbittern.178.wav
Australasianbittern.179.wav,Australasianbittern,1,,,Australasianbittern.179,.wav,,Australasianbittern.179.wav,,Australasianbittern.179.wav
Australasianbittern.180.wav,Australasianbittern,1,,,Australasianbittern.180,.wav,,Australasianbittern.180.wav,,Australasianbittern.180.wav
Australasianbittern.181.wav,Australasianbittern,1,,,Australasianbittern.181,.wav,,Australasianbittern.181.wav,,Australasianbittern.181.wav
Australasianbittern.182.wav,Australasianbittern,1,,,Australasianbittern.182,.wav,,Australasianbittern.182.wav,,Australasianbittern.182.wav
Australasianbittern.183.wav,Australasianbittern,1,,,Australasianbittern.183,.wav,,Australasianbittern.183.wav,,Australasianbittern.183.wav
Australasianbittern.184.wav,Australasianbittern,1,,,Australasianbittern.184,.wav,,Australasianbittern.184.wav,,Australasianbittern.184.wav
Australasianbittern.185.wav,Australasianbittern,1,,,Australasianbittern.185,.wav,,Australasianbittern.185.wav,,Australasianbittern.185.wav
Australasianbittern.186.wav,Australasianbittern,1,,,Australasianbittern.186,.wav,,Australasianbittern.186.wav,,Australasianbittern.186.wav
Australasianbittern.187.wav,Australasianbittern,1,,,Australasianbittern.187,.wav,,Australasianbittern.187.wav,,Australasianbittern.187.wav
Australasianbittern.188.wav,Australasianbittern,1,,,Australasianbittern.188,.wav,,Australasianbittern.188.wav,,Australasianbittern.188.wav
Australasianbittern.189.wav,Australasianbittern,1,,,Australasianbittern.189,.wav,,Australasianbittern.189.wav,,Australasianbittern.189.wav
Australasianbittern.190.wav,Australasianbittern,1,,,Australasianbittern.190,.wav,,Australasianbittern.190.wav,,Australasianbittern.190.wav
Australasianbittern.191.wav,Australasianbittern,1,,,Australasianbittern.191,.wav,,Australasianbittern.191.wav,,Australasianbittern.191.wav
Australasianbittern.192.wav,Australasianbittern,1,,,Australasianbittern.192,.wav,,Australasianbittern.192.wav,,Australasianbittern.192.wav
Australasianbittern.193.wav,Australasianbittern,1,,,Australasianbittern.193,.wav,,Australasianbittern.193.wav,,Australasianbittern.193.wav
Australasianbittern.194.wav,Australasianbittern,1,,,Australasianbittern.194,.wav,,Australasianbittern.194.wav,,Australasianbittern.194.wav
Australasianbittern.195.wav,Australasianbittern,1,,,Australasianbittern.195,.wav,,Australasianbittern.195.wav,,Australasianbittern.195.wav
Australasianbittern.196.wav,Australasianbittern,1,,,Australasianbittern.196,.wav,,Australasianbittern.196.wav,,Australasianbittern.196.wav
Australasianbittern.197.wav,Australasianbittern,1,,,Australasianbittern.197,.wav,,Australasianbittern.197.wav,,Australasianbittern.197.wav
Australasianbittern.198.wav,Australasianbittern,1,,,Australasianbittern.198,.wav,,Australasianbittern.198.wav,,Australasianbittern.198.wav
Australasianbittern.199.wav,Australasianbittern,1,,,Australasianbittern.199,.wav,,Australasianbittern.199.wav,,Australasianbittern.199.wav
Australasianbittern.200.wav,Australasianbittern,1,,,Australasianbittern.200,.wav,,Australasianbittern.200.wav,,Australasianbittern.200.wav
Australasianbittern.201.wav,Australasianbittern,1,,,Australasianbittern.201,.wav,,Australasianbittern.201.wav,,Australasianbittern.201.wav
Australasianbittern.202.wav,Australasianbittern,1,,,Australasianbittern.202,.wav,,Australasianbittern.202.wav,,Australasianbittern.202.wav
Australasianbittern.203.wav,Australasianbittern,1,,,Australasianbittern.203,.wav,,Australasianbittern.203.wav,,Australasianbittern.203.wav
Australasianbittern.204.wav,Australasianbittern,1,,,Australasianbittern.204,.wav,,Australasianbittern.204.wav,,Australasianbittern.204.wav
Australasianbittern.205.wav,Australasianbittern,1,,,Australasianbittern.205,.wav,,Australasianbittern.205.wav,,Australasianbittern.205.wav
Australasianbittern.206.wav,Australasianbittern,1,,,Australasianbittern.206,.wav,,Australasianbittern.206.wav,,Australasianbittern.206.wav
Australasianbittern.207.wav,Australasianbittern,1,,,Australasianbittern.207,.wav,,Australasianbittern.207.wav,,Australasianbittern.207.wav
Australasianbittern.208.wav,Australasianbittern,1,,,Australasianbittern.208,.wav,,Australasianbittern.208.wav,,Australasianbittern.208.wav
Australasianbittern.209.wav,Australasianbittern,1,,,Australasianbittern.209,.wav,,Australasianbittern.209.wav,,Australasianbittern.209.wav
